n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1965 | fa_1966 | fa_1967 | fa_1968 | fa_1969 | fa_1970 | fa_1971 | fa_1972 | fa_1973 | fa_1974 | fa_1975 | fa_1976 | fa_1977 | fa_1978 | fa_1979 | fa_1980 | fa_1981 | fa_1982 | fa_1983 | fa_1984 | fa_1985 | fa_1986 | fa_1987 | fa_1988 | fa_1989 | fa_1990 | fa_1991 | fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1965 | all_1966 | all_1967 | all_1968 | all_1969 | all_1970 | all_1971 | all_1972 | all_1973 | all_1974 | all_1975 | all_1976 | all_1977 | all_1978 | all_1979 | all_1980 | all_1981 | all_1982 | all_1983 | all_1984 | all_1985 | all_1986 | all_1987 | all_1988 | all_1989 | all_1990 | all_1991 | all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
107 | West, Mary Louise | COLUMBIA UNIVERSITY. | 1970 | female | 1 | 3 | 1997 | 1 | 81 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 5 | 1 | 3 | 0 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 8 | 9 | 16 | 6 | 14 | 2 | 4 |
108 | Boozer, Allen Hayne, Jr. | CORNELL UNIVERSITY. | 1970 | male | 1 | 7 | 2018 | 1 | 15 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |
109 | Cassinelli, Joseph Patrick | UNIVERSITY OF WASHINGTON. | 1970 | male | 1 | 28 | 2008 | 7 | 123 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 1 | 2 | 0 | 1 | 2 | 2 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 0 | 1 | 1 | 1 | 4 | 0 | 1 | 1 | 2 | 1 | 3 | 2 | 3 | 1 | 5 | 2 | 3 | 5 | 2 | 3 | 4 | 1 | 3 | 0 | 3 | 4 | 4 | 5 | 2 | 7 | 6 | 4 | 5 | 3 | 4 | 2 | 5 | 4 | 1 | 1 | 2 | 6 | 3 | 2 | 3 | 1 | 0 | 0 | 0 | 0 |
110 | Melvin, Peter Joseph | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN. | 1970 | male | 1 | 2 | 1985 | 1 | 2 | 1985 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
111 | May, Thomas Leslie | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN. | 1970 | male | 2 | 2 | 1975 | 2 | 2 | 1975 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
112 | Shaw, James Scott | UNIVERSITY OF PENNSYLVANIA. | 1970 | male | 1 | 17 | 2002 | 1 | 51 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 5 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 3 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 3 | 0 | 1 | 4 | 1 | 2 | 1 | 1 | 0 | 1 | 3 | 1 | 2 | 1 | 5 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |
113 | Simpson, Janet Pagdin | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1970 | female | 2 | 21 | 2018 | 2 | 60 | 2018 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 1 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 3 | 2 | 5 | 0 | 4 | 1 | 1 | 2 | 3 | 2 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 2 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 1 |
114 | Brown, Carl S. | GEORGETOWN UNIVERSITY. | 1970 | male | 1 | 4 | 2017 | 1 | 26 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 1 | 1 | 1 | 3 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |
115 | Curtis, John Delafield | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1970 | male | 1 | 0 | 1970 | 1 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
116 | Davidson, Kris David | CORNELL UNIVERSITY. | 1970 | male | 7 | 48 | 2018 | 7 | 125 | 2018 | 0 | 1 | 1 | 0 | 2 | 3 | 2 | 2 | 5 | 1 | 3 | 2 | 2 | 3 | 3 | 1 | 0 | 3 | 0 | 0 | 3 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 1 | 1 | 0 | 2 | 3 | 2 | 3 | 5 | 1 | 3 | 3 | 2 | 3 | 5 | 1 | 1 | 4 | 0 | 1 | 4 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 6 | 4 | 7 | 4 | 7 | 3 | 2 | 2 | 4 | 4 | 2 | 1 | 2 | 4 | 5 | 4 | 3 | 2 | 3 | 3 |
117 | Zellner, Benjamin Holmes, III | THE UNIVERSITY OF ARIZONA. | 1970 | male | 2 | 22 | 2009 | 3 | 56 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 2 | 2 | 3 | 4 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 2 | 3 | 3 | 6 | 4 | 7 | 3 | 1 | 1 | 1 | 2 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 4 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Ajello, Joseph Michael | UNIVERSITY OF COLORADO AT BOULDER. | 1970 | male | 1 | 37 | 2017 | 1 | 117 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 1 | 1 | 3 | 1 | 1 | 2 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 2 | 3 | 4 | 1 | 2 | 3 | 2 | 3 | 4 | 0 | 2 | 3 | 3 | 1 | 4 | 4 | 2 | 2 | 8 | 3 | 3 | 7 | 1 | 3 | 4 | 3 | 3 | 5 | 5 | 1 | 1 | 5 | 0 | 1 | 4 | 2 | 1 | 1 | 1 | 1 |
119 | Broderick, John | BRANDEIS UNIVERSITY. | 1970 | male | 3 | 11 | 2018 | 3 | 120 | 2018 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 4 | 8 | 4 | 3 | 3 | 0 | 1 | 2 | 1 | 3 | 1 | 2 | 3 | 2 | 3 | 1 | 3 | 1 | 0 | 3 | 0 | 0 | 2 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 2 | 5 | 12 | 5 | 14 | 15 |
120 | Cox, Donald Peyton | UNIVERSITY OF CALIFORNIA, SAN DIEGO. | 1970 | male | 3 | 29 | 2007 | 3 | 70 | 2007 | 0 | 0 | 0 | 0 | 2 | 1 | 3 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 2 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 4 | 6 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 2 | 1 | 3 | 1 | 2 | 5 | 1 | 2 | 1 | 2 | 0 | 3 | 5 | 2 | 0 | 1 | 0 | 4 | 3 | 0 | 5 | 2 | 2 | 4 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Dopplick, Thomas Gilbert | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1970 | male | 1 | 0 | 1970 | 1 | 0 | 1970 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
122 | Esposito, Pasquale Bernard | Yale University. | 1970 | male | 1 | 27 | 2016 | 1 | 136 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 2 | 2 | 2 | 0 | 5 | 1 | 2 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 5 | 6 | 14 | 15 | 14 | 7 | 16 | 8 | 8 | 8 |
123 | Fairall, Anthony Patrick | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1970 | male | 12 | 85 | 2006 | 13 | 119 | 2009 | 2 | 2 | 2 | 2 | 1 | 3 | 8 | 3 | 1 | 1 | 0 | 3 | 3 | 6 | 8 | 7 | 4 | 1 | 4 | 4 | 5 | 5 | 5 | 3 | 3 | 2 | 0 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 2 | 2 | 1 | 4 | 8 | 3 | 2 | 1 | 0 | 3 | 3 | 7 | 8 | 7 | 7 | 2 | 4 | 5 | 6 | 5 | 8 | 7 | 7 | 3 | 1 | 2 | 2 | 1 | 4 | 2 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
124 | Guinan, Edward Francis | UNIVERSITY OF PENNSYLVANIA. | 1970 | male | 1 | 40 | 2016 | 1 | 193 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 1 | 2 | 2 | 5 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 2 | 2 | 0 | 2 | 1 | 2 | 5 | 3 | 11 | 2 | 5 | 2 | 2 | 6 | 1 | 3 | 0 | 2 | 3 | 6 | 5 | 11 | 10 | 5 | 4 | 7 | 7 | 10 | 11 | 3 | 5 | 1 | 3 | 1 | 11 | 5 | 8 | 4 | 5 | 2 | 8 |
125 | Hart, John Ellsworth | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1970 | male | 2 | 13 | 2006 | 2 | 36 | 2013 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 0 | 1 | 3 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 6 | 5 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
126 | Oliven, Melvin Norman | THE UNIVERSITY OF IOWA. | 1970 | male | 1 | 0 | 1970 | 1 | 0 | 1970 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
127 | Petty, Alan Frederick | UNIVERSITY OF PENNSYLVANIA. | 1970 | male | 1 | 1 | 1973 | 1 | 2 | 1976 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
128 | Russell, James Madison, III | THE UNIVERSITY OF MICHIGAN. | 1970 | male | 1 | 10 | 2014 | 1 | 140 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 6 | 0 | 0 | 1 | 0 | 4 | 3 | 9 | 13 | 13 | 10 | 8 | 6 | 3 | 4 | 14 | 7 | 10 | 5 |
129 | Sanders, Robert Hugh | PRINCETON UNIVERSITY. | 1970 | male | 4 | 67 | 2018 | 4 | 101 | 2018 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 5 | 1 | 4 | 0 | 3 | 2 | 1 | 1 | 2 | 2 | 0 | 1 | 5 | 0 | 3 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 3 | 1 | 1 | 1 | 1 | 2 | 1 | 2 | 1 | 3 | 2 | 2 | 1 | 1 | 2 | 0 | 1 | 1 | 0 |  0 | 0 | 1 | 0 | 0 | 3 | 1 | 5 | 2 | 5 | 1 | 3 | 4 | 2 | 2 | 2 | 3 | 1 | 2 | 5 | 2 | 6 | 2 | 3 | 2 | 2 | 2 | 2 | 1 | 4 | 0 | 1 | 2 | 3 | 1 | 2 | 1 | 2 | 3 | 1 | 3 | 1 | 4 | 3 | 2 | 2 | 1 | 3 | 0 | 1 | 1 | 0 |
130 | Wertz, James Richard | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1970 | male | 1 | 5 | 1986 | 1 | 6 | 1986 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
131 | Roosen, Robert George | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1970 | male | 6 | 6 | 1984 | 8 | 18 | 1984 | 0 | 0 | 0 | 1 | 1 | 4 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 4 | 2 | 2 | 2 | 1 | 5 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
132 | Bottemiller, Robert Leland | THE OHIO STATE UNIVERSITY. | 1970 | male | 1 | 0 | 1970 | 2 | 1 | 1980 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
133 | Chow, Tai-Low | THE UNIVERSITY OF ROCHESTER. | 1970 | male | 2 | 11 | 1996 | 3 | 11 | 1996 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
