n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
260 | Ouyed, Rachid | MCMASTER UNIVERSITY (CANADA) | 1997 | male | 6 | 39 | 2016 | 6 | 81 | 2016 | 0 | 1 | 1 | 0 | 0 | 4 | 2 | 2 | 0 | 0 | 3 | 2 | 1 | 2 | 2 | 2 | 0 | 4 | 1 | 4 | 1 | 4 | 3 | 4 | 2 |  0 | 1 | 1 | 0 | 0 | 4 | 2 | 3 | 0 | 2 | 3 | 3 | 3 | 3 | 8 | 7 | 7 | 8 | 4 | 5 | 3 | 5 | 7 | 5 | 3 |
261 | Rajagopal, Mohan | STANFORD UNIVERSITY | 1997 | male | 5 | 0 | 1997 | 5 | 0 | 1997 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
262 | Sarajedini, Vicki Lynn | THE UNIVERSITY OF ARIZONA | 1997 | female | 3 | 7 | 2011 | 7 | 40 | 2015 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 3 | 2 | 4 | 4 | 1 | 0 | 4 | 5 | 4 | 4 | 2 | 2 | 0 | 1 | 1 | 2 | 2 | 1 | 2 | 1 | 0 |
263 | vanden Berk, Daniel Evan | THE UNIVERSITY OF CHICAGO | 1997 | male | 2 | 0 | 1997 | 5 | 117 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 1 | 3 | 1 | 10 | 11 | 9 | 10 | 10 | 17 | 15 | 8 | 11 | 5 | 2 | 3 | 1 | 0 | 0 | 0 |
264 | Yang, Binwei | UNIVERSITY OF SOUTHERN CALIFORNIA | 1997 | male | 1 | 8 | 2016 | 4 | 69 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 |  1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 4 | 2 | 4 | 5 | 7 | 7 | 10 | 7 | 7 | 6 | 1 |
265 | Zhu, Tianhua | COLUMBIA UNIVERSITY | 1997 | male | 2 | 0 | 1997 | 4 | 7 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 0 | 2 | 4 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |
266 | Caldwell, Douglas Armstrong | RENSSELAER POLYTECHNIC INSTITUTE | 1997 | male | 3 | 1 | 2010 | 6 | 94 | 2017 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 18 | 24 | 13 | 9 | 9 | 6 | 5 |
267 | Korpela, Eric John | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 7 | 2015 | 3 | 70 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 5 | 3 | 6 | 11 | 3 | 0 | 2 | 1 | 9 | 5 | 5 | 3 | 3 | 2 | 3 | 4 | 0 | 4 | 1 |
268 | Liu, Chi | SYRACUSE UNIVERSITY | 1997 | female | 5 | 23 | 2017 | 22 | 184 | 2017 | 2 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 2 | 3 | 0 | 1 | 1 | 1 | 0 | 2 | 0 |  6 | 3 | 1 | 3 | 3 | 6 | 4 | 4 | 1 | 3 | 4 | 4 | 6 | 7 | 11 | 14 | 12 | 22 | 12 | 10 | 22 | 12 | 8 | 14 | 9 |
269 | Zhao, Qihua | NEW MEXICO STATE UNIVERSITY | 1997 | male | 1 | 1 | 1999 | 2 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 2 | 0 | 2 |
270 | Bresolin, Fabio | THE UNIVERSITY OF ARIZONA | 1997 | male | 4 | 25 | 2016 | 11 | 143 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 4 | 1 | 3 | 2 | 1 | 2 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 1 | 1 |  1 | 1 | 0 | 2 | 3 | 4 | 4 | 10 | 2 | 2 | 6 | 4 | 9 | 9 | 10 | 4 | 14 | 11 | 6 | 7 | 8 | 11 | 9 | 9 | 5 |
271 | Cully, Scott Lewis | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 4 | 0 | 1997 | 7 | 0 | 1997 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
272 | Pratt, Mark Robin | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 1997 | male | 1 | 0 | 1997 | 28 | 39 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 6 | 9 | 12 | 5 | 6 | 8 | 10 | 2 | 2 | 6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
273 | Shen, Liyong | SYRACUSE UNIVERSITY | 1997 | male | 1 | 1 | 2016 | 3 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |
274 | Gross, Michael Allan Kalmar | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | male | 1 | 1 | 1998 | 4 | 6 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 |
275 | Irwin, Jimmy Andrew | UNIVERSITY OF VIRGINIA | 1997 | male | 8 | 21 | 2016 | 18 | 140 | 2017 | 0 | 1 | 0 | 1 | 2 | 4 | 2 | 3 | 3 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 2 | 1 | 1 | 9 | 5 | 9 | 5 | 4 | 6 | 4 | 6 | 2 | 7 | 19 | 11 | 7 | 15 | 5 | 3 | 3 | 8 | 10 | 8 | 6 |
276 | Jacobsen, Bruce Paul | THE UNIVERSITY OF ARIZONA | 1997 | male | 2 | 3 | 2009 | 8 | 14 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 4 | 4 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
277 | Bower, Geoffrey Copeland | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 3 | 33 | 2016 | 6 | 127 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 3 | 1 | 2 | 2 | 3 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 4 | 0 | 1 | 2 | 3 | 2 |  0 | 0 | 1 | 1 | 1 | 3 | 3 | 4 | 2 | 6 | 2 | 5 | 9 | 5 | 8 | 4 | 3 | 7 | 8 | 14 | 10 | 8 | 8 | 10 | 8 |
278 | Conner, Zoa | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | female | 2 | 1 | 1998 | 3 | 10 | 2002 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 5 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
279 | Wilson, Peter Derrick | CORNELL UNIVERSITY | 1997 | male | 5 | 0 | 1997 | 6 | 17 | 2016 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 2 | 1 | 1 | 2 |
280 | Greene, Nathaniel R. | BOSTON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 3 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
281 | Blewett, David Taylor | UNIVERSITY OF HAWAII | 1997 | male | 6 | 16 | 2016 | 8 | 80 | 2016 | 0 | 1 | 0 | 2 | 0 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 3 | 0 | 1 | 2 | 0 | 2 |  0 | 2 | 0 | 3 | 0 | 3 | 1 | 0 | 2 | 1 | 3 | 3 | 2 | 2 | 1 | 2 | 4 | 8 | 6 | 9 | 8 | 5 | 12 | 4 | 7 |
282 | Ciardi, David Robert | UNIVERSITY OF WYOMING | 1997 | male | 2 | 16 | 2017 | 3 | 197 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 5 | 1 | 7 | 4 | 4 | 2 | 0 | 3 | 3 | 6 | 3 | 9 | 12 | 29 | 21 | 15 | 15 | 19 | 25 |
283 | Lavezzi, Tracy Ellen | UNIVERSITY OF MINNESOTA | 1997 | female | 2 | 3 | 1999 | 3 | 4 | 1999 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
284 | Matonick, David Michael | DARTMOUTH COLLEGE | 1997 | male | 3 | 0 | 1997 | 6 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
285 | Nordgren, Tyler E. | CORNELL UNIVERSITY | 1997 | male | 5 | 7 | 2002 | 5 | 23 | 2011 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 4 | 3 | 4 | 2 | 1 | 3 | 0 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
286 | Thornton, Katsuyo Serizawa | THE UNIVERSITY OF CHICAGO | 1997 | female | 2 | 1 | 1998 | 2 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
287 | Vervack, Ronald Joe, Jr. | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 5 | 2016 | 5 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 5 | 3 | 1 | 3 | 3 | 3 | 4 |
288 | Wen, Han Chin | STANFORD UNIVERSITY | 1997 | male | 1 | 1 | 2005 | 1 | 3 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
289 | Barnes, Sydney Agnello | Yale University | 1997 | female | 2 | 13 | 2016 | 6 | 30 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 2 |  0 | 0 | 0 | 1 | 2 | 3 | 2 | 1 | 0 | 4 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 2 | 3 | 3 | 0 | 3 | 3 | 3 | 2 |
290 | di Francesco, James | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 2 | 2 | 2010 | 5 | 149 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 1 | 4 | 1 | 3 | 2 | 5 | 7 | 4 | 5 | 22 | 3 | 16 | 19 | 14 | 18 | 14 |
291 | Arabadjis, J. S. | University of Michigan | 1997 | None | 1 | 8 | 2005 | 1 | 12 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 0 | 1 | 2 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
292 | Acord, Jerry Michael, Jr. | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 2 | 1 | 1998 | 3 | 2 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
293 | Borumand, Majid | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 2 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
294 | Colwell, William Bradford | UNIVERSITY OF COLORADO AT BOULDER | 1997 | male | 1 | 1 | 1998 | 1 | 4 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
295 | Beacom, John Francis | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 2 | 27 | 2010 | 3 | 115 | 2017 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 1 | 3 | 4 | 5 | 2 | 3 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 3 | 4 | 1 | 2 | 6 | 4 | 6 | 6 | 8 | 8 | 10 | 3 | 9 | 6 | 7 | 6 | 11 | 4 | 7 |
296 | Chappell, David Wayne | THE UNIVERSITY OF TEXAS AT AUSTIN | 1997 | male | 1 | 2 | 2001 | 1 | 6 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
297 | Dove, James Brian | UNIVERSITY OF COLORADO AT BOULDER | 1997 | male | 6 | 4 | 2011 | 7 | 19 | 2016 | 0 | 1 | 2 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 1 | 3 | 1 | 8 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 1 |
298 | Beauvais, Charles S. | UNIVERSITY OF OREGON | 1997 | male | 1 | 3 | 2001 | 1 | 3 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
299 | Lacey, Christina Kaye | THE UNIVERSITY OF NEW MEXICO | 1997 | female | 5 | 4 | 2014 | 8 | 29 | 2017 | 0 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 3 | 1 | 1 | 0 | 3 | 0 | 0 | 4 | 3 | 3 | 0 | 0 | 2 | 2 | 3 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 4 | 2 |
300 | Manweiler, Jerry Wayne | UNIVERSITY OF KANSAS | 1997 | male | 2 | 0 | 1997 | 2 | 13 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 2 |
301 | Narita, Tomohiko | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | male | 2 | 4 | 2009 | 4 | 9 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
302 | Burke, Peter John | Yale University | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
303 | Jensen, Joseph B. | UNIVERSITY OF HAWAII | 1997 | male | 2 | 8 | 2015 | 4 | 28 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  1 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 2 | 2 | 3 | 4 | 0 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 2 | 1 | 2 | 1 |
304 | Ptak, Andrew Francis | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 4 | 12 | 2015 | 6 | 95 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 0 | 2 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 1 | 0 | 1 | 3 | 5 | 4 | 5 | 7 | 3 | 4 | 4 | 4 | 4 | 9 | 2 | 3 | 3 | 4 | 4 | 11 | 8 | 4 | 4 |
305 | Kawamura, Hiroyuki Jonathan | HARVARD UNIVERSITY | 1997 | male | 1 | 1 | 2002 | 1 | 13 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 5 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 |
