n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
155 | Dekens, Frank Geeraard | UNIVERSITY OF CALIFORNIA, IRVINE | 1998 | male | 1 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
156 | Colley, Wesley Neal | PRINCETON UNIVERSITY | 1998 | male | 9 | 9 | 2015 | 13 | 13 | 2015 | 0 | 0 | 2 | 4 | 2 | 1 | 1 | 2 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 4 | 4 | 3 | 2 | 1 | 4 | 0 | 2 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
157 | Shodhan-Shah, Sheela | BOSTON UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
158 | Diaz-Miller, Rosa Izela | Space Telescope Science Institute, 3700 San Martin Drive, Baltimore. Md 21218, USA | 1998 | female | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
159 | Gizis, John Evangelos | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 9 | 25 | 2017 | 19 | 96 | 2017 | 1 | 0 | 1 | 1 | 4 | 2 | 2 | 3 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 2 |  1 | 0 | 3 | 3 | 8 | 4 | 6 | 11 | 9 | 8 | 4 | 1 | 5 | 8 | 6 | 4 | 2 | 1 | 4 | 6 | 4 | 1 | 5 | 8 |
160 | Koh, Danny Towsian | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 0 | 1998 | 9 | 1 | 2001 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 6 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
161 | Zhan, Shanqun | THE UNIVERSITY OF CHICAGO | 1998 | None | 2 | 0 | 1998 | 2 | 0 | 1998 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Akridge, David Glen | UNIVERSITY OF ARKANSAS | 1998 | male | 1 | 2 | 2004 | 4 | 2 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
163 | Beck-Winchatz, Bernhard | UNIVERSITY OF WASHINGTON | 1998 | male | 3 | 7 | 2008 | 9 | 7 | 2008 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 3 | 3 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
164 | Carkner, Arthur Lee, III | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
165 | Daffin, Frank Cecil | MICHIGAN STATE UNIVERSITY | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
166 | Rowe, Michael William | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 4 | 1 | 2003 | 6 | 2 | 2005 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
167 | Cruz-Pol, Sandra L. | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | Bloomer, John D. | THE UNIVERSITY OF ROCHESTER | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Kotoy, Sergei Anatolievich | UNIVERSITY OF KANSAS | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
170 | Linden, Alexander N. | THE UNIVERSITY OF MICHIGAN | 1998 | male | 1 | 3 | 2001 | 3 | 9 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 3 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
171 | Sills, Alison Isabel | Yale University | 1998 | female | 3 | 13 | 2013 | 3 | 90 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 4 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 4 | 5 | 2 | 3 | 3 | 6 | 6 | 6 | 4 | 1 | 4 | 4 | 6 | 6 | 10 | 9 | 5 | 5 |
172 | Byun, Sung Hun | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
173 | Choi, Dae-Il | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 1 | 3 | 2007 | 3 | 11 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 4 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
174 | Olsen, Knut Anders Grova | UNIVERSITY OF WASHINGTON | 1998 | male | 3 | 8 | 2011 | 4 | 86 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 3 | 4 | 2 | 6 | 7 | 7 | 5 | 8 | 9 | 8 | 8 | 2 | 1 | 8 | 5 |
175 | Parikh, Maulik Kirit | PRINCETON UNIVERSITY | 1998 | male | 2 | 15 | 2015 | 2 | 24 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 0 | 2 | 2 | 2 | 1 | 5 | 0 |
176 | Deutsch, Eric William | UNIVERSITY OF WASHINGTON | 1998 | male | 8 | 5 | 2000 | 15 | 12 | 2002 | 1 | 1 | 0 | 2 | 0 | 4 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 0 | 2 | 2 | 7 | 5 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
177 | Almay, Richard Clarke | THE UNIVERSITY OF WISCONSIN - MADISON | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
178 | Debattista, Victor Publius | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 1998 | male | 2 | 17 | 2015 | 3 | 96 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 2 | 1 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 2 | 3 | 4 | 3 | 5 | 7 | 11 | 7 | 5 | 2 | 6 | 11 | 8 | 7 | 6 |
179 | Freeman, Theodore James | UNIVERSITY OF WASHINGTON | 1998 | male | 1 | 1 | 2000 | 1 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
180 | Gerecht, Eyal | UNIVERSITY OF MASSACHUSETTS | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
181 | Yin, Lin | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1998 | female | 4 | 7 | 2005 | 6 | 20 | 2011 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 4 | 1 | 3 | 4 | 1 | 2 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
182 | Smith Neubig, Margaret Mary | THE CATHOLIC UNIVERSITY OF AMERICA | 1998 | female | 2 | 1 | 1999 | 2 | 2 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
183 | Lombardi, James Carmen | CORNELL UNIVERSITY | 1998 | male | 1 | 3 | 2015 | 1 | 11 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 0 |
184 | Prato, Lisa Amy | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1998 | female | 2 | 9 | 2015 | 8 | 71 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 1 | 1 | 1 | 1 | 3 | 1 | 1 | 4 | 7 | 5 | 4 | 1 | 4 | 7 | 5 | 2 | 2 | 5 | 6 | 4 | 4 | 2 | 5 |
185 | Greenawalt, Bruce Emerson | NEW MEXICO STATE UNIVERSITY | 1998 | male | 3 | 0 | 1998 | 4 | 1 | 2002 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
186 | Howard, Joseph William | THE UNIVERSITY OF OKLAHOMA | 1998 | male | 2 | 2 | 2008 | 5 | 16 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 5 | 2 | 1 |
187 | Ono, Adrienne Momilani | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1998 | female | 1 | 0 | 1998 | 3 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
188 | Parker, Neil Ivan | UNIVERSITY OF OREGON | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
189 | Rodgrigue, Melodi Rae | UNIVERSITY OF NEVADA, RENO | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
190 | Owen, Benjamin James | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 4 | 6 | 2010 | 5 | 180 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 4 | 4 | 1 | 1 | 3 | 0 | 6 | 9 | 7 | 8 | 16 | 18 | 11 | 8 | 18 | 10 | 15 | 7 | 28 |
