n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
165 | Veal, Jeffrey Matthew | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2000 | male | 2 | 0 | 2000 | 6 | 4 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
166 | Janches, Diego | The Pennsylvania State University | 2000 | male | 3 | 16 | 2015 | 3 | 54 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 2 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 3 | 2 | 3 | 5 | 2 | 1 | 4 | 7 | 2 | 2 | 3 | 2 | 4 | 5 | 4 |
167 | Felice, Gian Marco | Princeton University | 2000 | male | 1 | 1 | 2001 | 1 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
168 | Mulrooney, Mark | RICE UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 5 | 2 | 2007 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Gotz, Martin | Brown University | 2000 | male | 2 | 0 | 2000 | 2 | 6 | 2004 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
170 | Zeltwanger, Thomas Mario | The University of Maine | 2000 | male | 2 | 0 | 2000 | 3 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
171 | Nelson, Amy Elizabeth | University of California, Santa Cruz | 2000 | female | 2 | 3 | 2002 | 3 | 16 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 2 | 3 | 1 |
172 | Gu, Ming Feng | Columbia University | 2000 | male | 2 | 23 | 2017 | 3 | 53 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 2 | 2 | 3 | 3 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 3 | 3 | 6 | 4 | 5 | 8 | 4 | 1 | 4 | 0 | 4 | 1 | 1 | 0 | 4 | 3 |
173 | Jangren, Anna Maria | The Pennsylvania State University | 2000 | female | 1 | 2 | 2005 | 4 | 8 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
174 | Kurczynski, Peter | NASA Goddard Space Flight Center | 2000 | male | 2 | 4 | 2016 | 3 | 27 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 3 | 6 | 4 | 4 |
175 | Nitta, Atsuko | The University of Texas at Austin | 2000 | female | 5 | 2 | 2009 | 15 | 109 | 2015 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 9 | 0 | 4 | 2 | 6 | 16 | 11 | 14 | 20 | 10 | 12 | 6 | 4 | 2 | 2 | 3 | 0 | 1 | 0 |
176 | Stauder, John Leslie | UTAH STATE UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
177 | Norton, Aimee Ann | University of California, Los Angeles | 2000 | female | 3 | 8 | 2014 | 3 | 34 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 1 | 2 | 2 | 3 | 2 | 0 | 1 | 0 | 3 | 1 | 7 | 4 | 4 |
178 | Riddle, Reed L. | Georgia State University | 2000 | male | 1 | 4 | 2015 | 4 | 79 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 4 | 4 | 10 | 2 | 2 | 2 | 7 | 2 | 6 | 1 | 3 | 2 | 3 | 5 | 17 | 6 |
179 | King, Nichole Lynn | New Mexico State University | 2000 | female | 3 | 1 | 2002 | 7 | 2 | 2004 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
180 | Khanna, Gaurav | The Pennsylvania State University | 2000 | male | 3 | 6 | 2017 | 5 | 50 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 2 | 4 | 2 | 3 | 3 | 3 | 3 | 3 | 3 | 3 | 6 | 2 | 3 | 3 | 2 | 4 |
181 | Hoopes, Charles Gordon | New Mexico State University | 2000 | male | 4 | 9 | 2007 | 9 | 34 | 2015 | 0 | 1 | 0 | 0 | 1 | 2 | 2 | 1 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 1 | 2 | 3 | 2 | 5 | 6 | 3 | 8 | 2 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
182 | Shah, Nitesh Navin | The University of Arizona | 2000 | male | 1 | 0 | 2000 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |
183 | Gonzalez, Anthony Hernan | University of California, Santa Cruz | 2000 | male | 4 | 15 | 2015 | 10 | 189 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 3 | 1 | 2 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 |  0 | 2 | 3 | 1 | 1 | 3 | 2 | 6 | 2 | 5 | 6 | 8 | 4 | 8 | 12 | 11 | 13 | 26 | 24 | 18 | 18 | 18 |
184 | Kuntz, Kip Dee | University of Maryland, College Park | 2000 | male | 5 | 13 | 2016 | 7 | 65 | 2017 | 0 | 1 | 1 | 1 | 0 | 2 | 4 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 1 | 1 | 2 | 0 | 3 | 6 | 1 | 2 | 3 | 4 | 2 | 2 | 5 | 4 | 4 | 4 | 7 | 2 | 6 | 6 | 6 |
185 | Sudol, Jeffrey Joseph | University of Wyoming | 2000 | male | 2 | 4 | 2012 | 4 | 7 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |
186 | Gabel, Jack Raymond | The Catholic University of America | 2000 | male | 2 | 6 | 2006 | 2 | 31 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 4 | 8 | 4 | 4 | 2 | 4 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |
187 | Keating, Brian Gregory | Brown University | 2000 | male | 2 | 5 | 2013 | 2 | 77 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 6 | 2 | 1 | 5 | 3 | 2 | 5 | 4 | 3 | 4 | 8 | 7 | 13 | 8 |
188 | Lara, Juan Felipe | THE UNIVERSITY OF TEXAS AT AUSTIN | 2000 | male | 1 | 2 | 2006 | 2 | 2 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
189 | Tribiano, Shana Marie | Dartmouth College | 2000 | female | 1 | 0 | 2000 | 1 | 7 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
190 | Fisher, Robert Scott | University of Florida | 2000 | male | 2 | 3 | 2015 | 14 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  2 | 0 | 0 | 1 | 8 | 3 | 3 | 0 | 4 | 0 | 2 | 3 | 2 | 1 | 2 | 0 | 4 | 0 | 3 | 5 | 4 | 2 |
191 | Rosenberg, Jessica Langer | University of Massachusetts Amherst | 2000 | female | 2 | 10 | 2014 | 7 | 44 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 5 | 0 | 2 | 2 | 2 | 4 | 6 | 2 | 2 | 2 | 2 | 1 | 0 | 7 | 5 | 4 | 2 |
192 | Alexander, Stephon H. S. | Brown University | 2000 | male | 3 | 34 | 2017 | 3 | 38 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 2 | 1 | 2 | 1 | 2 | 4 | 5 | 2 | 0 | 3 | 2 | 1 | 3 | 4 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 2 | 1 | 2 | 1 | 2 | 4 | 6 | 3 | 0 | 3 | 2 | 1 | 3 | 4 |
193 | Cartin, Daniel Burdett, III | The Pennsylvania State University | 2000 | male | 1 | 11 | 2015 | 1 | 13 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 2 | 0 |
