n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1967 | fa_1968 | fa_1969 | fa_1970 | fa_1971 | fa_1972 | fa_1973 | fa_1974 | fa_1975 | fa_1976 | fa_1977 | fa_1978 | fa_1979 | fa_1980 | fa_1981 | fa_1982 | fa_1983 | fa_1984 | fa_1985 | fa_1986 | fa_1987 | fa_1988 | fa_1989 | fa_1990 | fa_1991 | fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1967 | all_1968 | all_1969 | all_1970 | all_1971 | all_1972 | all_1973 | all_1974 | all_1975 | all_1976 | all_1977 | all_1978 | all_1979 | all_1980 | all_1981 | all_1982 | all_1983 | all_1984 | all_1985 | all_1986 | all_1987 | all_1988 | all_1989 | all_1990 | all_1991 | all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
111 | Schultz, Peter Hewlett | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1972 | male | 1 | 56 | 2017 | 1 | 151 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 2 | 3 | 3 | 4 | 0 | 2 | 2 | 0 | 3 | 1 | 0 | 1 | 2 | 0 | 1 | 6 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 3 | 2 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 2 | 4 | 7 | 9 | 2 | 2 | 2 | 2 | 4 | 3 | 2 | 2 | 4 | 1 | 5 | 6 | 5 | 1 | 2 | 4 | 1 | 3 | 4 | 0 | 0 | 1 | 6 | 4 | 4 | 6 | 14 | 4 | 2 | 4 | 2 | 5 | 8 | 1 | 5 | 2 |
112 | Weis, Edward Wayland | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN. | 1972 | male | 1 | 26 | 1999 | 1 | 41 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 2 | 3 | 2 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 4 | 1 | 0 | 2 | 0 | 3 | 4 | 3 | 1 | 2 | 1 | 2 | 4 | 0 | 2 | 2 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Boeshaar, Gregory Orth | THE OHIO STATE UNIVERSITY. | 1972 | male | 1 | 7 | 1980 | 1 | 11 | 1981 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 3 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
114 | Gott, John Richard, III | PRINCETON UNIVERSITY. | 1972 | male | 6 | 33 | 2011 | 9 | 102 | 2015 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 2 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 3 | 1 | 1 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 3 | 4 | 1 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 5 | 3 | 3 | 4 | 2 | 4 | 4 | 1 | 5 | 3 | 2 | 2 | 5 | 0 | 1 | 3 | 5 | 3 | 1 | 5 | 1 | 3 | 4 | 2 | 3 | 7 | 4 | 0 | 3 | 3 | 0 |
115 | Heard, William Bailey | Yale University. | 1972 | male | 2 | 3 | 1977 | 2 | 3 | 1977 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
116 | Kalnay de Rivas, Eugenia Enriqueta | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | female | 1 | 2 | 1975 | 1 | 2 | 1975 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
117 | Lynch, Michel Allan | UNIVERSITY OF FLORIDA. | 1972 | male | 2 | 1 | 1976 | 3 | 8 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |
118 | Rudnick, Ian Stuart | UNIVERSITY OF FLORIDA. | 1972 | male | 1 | 0 | 1972 | 1 | 1 | 1981 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
119 | Ruddy, Vincent P. | PRINCETON UNIVERSITY. | 1972 | male | 1 | 0 | 1972 | 1 | 2 | 1975 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
120 | Strauss, Federico M. | BOSTON UNIVERSITY GRADUATE SCHOOL. | 1972 | male | 3 | 9 | 1981 | 4 | 21 | 1993 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 1 | 3 | 3 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
121 | Wagner, Raymond Lee | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1972 | male | 5 | 5 | 2012 | 8 | 66 | 2017 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 3 | 3 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 4 | 1 | 4 | 4 | 1 | 11 | 5 | 4 | 3 | 9 | 1 | 3 | 0 | 1 |
122 | Ricker, George Rollins, Jr. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 1 | 16 | 2015 | 5 | 145 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 2 | 0 | 2 | 3 | 1 | 3 | 0 | 1 | 1 | 3 | 6 | 1 | 1 | 4 | 4 | 1 | 1 | 0 | 1 | 0 | 2 | 9 | 7 | 2 | 1 | 0 | 6 | 3 | 3 | 5 | 14 | 11 | 10 | 10 | 9 | 4 | 2 | 4 | 1 | 0 | 1 | 2 | 2 | 1 |
123 | Barkstrom, Bruce Richard | NORTHWESTERN UNIVERSITY. | 1972 | male | 1 | 6 | 1999 | 2 | 13 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
124 | Fogarty, William George | THE UNIVERSITY OF ARIZONA. | 1972 | male | 2 | 3 | 1975 | 8 | 8 | 1982 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 2 | 2 | 0 | 3 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Dodge, James Cecil | UNIVERSITY OF COLORADO AT BOULDER. | 1972 | male | 1 | 2 | 1984 | 1 | 4 | 1989 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
126 | Elliot, James Ludlow | HARVARD UNIVERSITY. | 1972 | male | 4 | 48 | 2010 | 6 | 162 | 2014 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 4 | 2 | 5 | 3 | 3 | 1 | 3 | 1 | 1 | 1 | 3 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 1 | 7 | 4 | 4 | 5 | 13 | 9 | 2 | 6 | 4 | 7 | 1 | 5 | 4 | 2 | 1 | 3 | 1 | 2 | 4 | 7 | 4 | 6 | 4 | 7 | 2 | 2 | 6 | 3 | 1 | 7 | 2 | 2 | 6 | 3 | 2 | 1 | 6 | 5 | 0 | 0 | 1 | 0 | 0 |
127 | Orwig, Larry Eugene | UNIVERSITY OF NEW HAMPSHIRE. | 1972 | male | 3 | 2 | 1981 | 3 | 58 | 2002 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 4 | 3 | 4 | 4 | 6 | 4 | 7 | 7 | 1 | 3 | 6 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
128 | Kalaghan, Paul Michael | HARVARD UNIVERSITY. | 1972 | male | 6 | 1 | 1974 | 7 | 3 | 1975 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 3 | 1 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
129 | Meszaros, Pedro | UNIVERSITY OF CALIFORNIA, BERKELEY. | 1972 | male | 1 | 30 | 1998 | 1 | 71 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 3 | 0 | 2 | 1 | 1 | 4 | 2 | 0 | 0 | 2 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 2 | 0 | 3 | 1 | 4 | 3 | 2 | 7 | 7 | 1 | 7 | 4 | 6 | 4 | 2 | 5 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
130 | Lucke, Peter Barton | UNIVERSITY OF WASHINGTON. | 1972 | male | 3 | 5 | 1982 | 4 | 6 | 1982 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
131 | Mast, Joseph Willis | UNIVERSITY OF VIRGINIA. | 1972 | male | 2 | 0 | 1972 | 2 | 0 | 1972 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
132 | Flasar, Francis Michael | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 1 | 21 | 2010 | 1 | 115 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 4 | 1 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 2 | 2 | 4 | 1 | 0 | 1 | 2 | 0 | 6 | 4 | 5 | 6 | 12 | 9 | 10 | 5 | 10 | 5 | 3 | 5 | 3 |
133 | Greenberg, Richard Joseph | MASSACHUSETTS INSTITUTE OF TECHNOLOGY. | 1972 | male | 2 | 60 | 2014 | 2 | 183 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 5 | 1 | 2 | 3 | 3 | 1 | 3 | 1 | 2 | 3 | 1 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 4 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 2 | 4 | 1 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 6 | 1 | 2 | 4 | 6 | 1 | 4 | 4 | 2 | 5 | 3 | 3 | 7 | 3 | 2 | 4 | 3 | 6 | 3 | 9 | 2 | 8 | 3 | 8 | 6 | 5 | 4 | 7 | 3 | 4 | 4 | 6 | 5 | 6 | 7 | 5 | 5 | 3 | 3 | 4 | 2 | 1 |
134 | Hively, Ray Michael | HARVARD UNIVERSITY. | 1972 | male | 1 | 2 | 1984 | 1 | 3 | 1984 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
135 | Ipavich, Fred Michael | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | male | 3 | 19 | 1998 | 3 | 174 | 2010 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 1 | 2 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 3 | 3 | 1 | 1 | 2 | 9 | 6 | 14 | 3 | 14 | 14 | 13 | 9 | 7 | 4 | 4 | 5 | 2 | 4 | 7 | 2 | 6 | 2 | 3 | 14 | 4 | 3 | 5 | 1 | 2 | 2 | 0 | 0 | 4 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
136 | Jackson, John Philip | THE NAVAL POSTGRADUATE SCHOOL. | 1972 | male | 1 | 2 | 2006 | 1 | 23 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 3 | 0 | 0 | 2 | 1 | 0 | 0 |
137 | Riddle, Rodney Kip | UNIVERSITY OF MARYLAND COLLEGE PARK. | 1972 | male | 4 | 1 | 2014 | 6 | 19 | 2015 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  2 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 2 | 2 | 4 | 1 | 3 | 0 | 0 | 1 | 1 | 0 |
138 | Shawl, Stephen Jacobs | THE UNIVERSITY OF TEXAS AT AUSTIN. | 1972 | male | 3 | 9 | 2010 | 5 | 26 | 2013 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 3 | 2 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |
